guid,dbfid,cardname,texname,texhash
AT_132_DRUIDa,51465,Dire Shapeshift,Druid_power2_D,
AT_132_DRUIDb,57870,Dire Shapeshift,Druid_power2_D,
AT_132_DRUIDc,60429,Dire Shapeshift,Druid_power2_D,
AT_132_HUNTER_H1,60337,Ballista Shot,Hunter_power2_D,
AT_132_ROGUE_H1,46053,Poisoned Daggers,Rogue_power2_D,
AT_132_ROGUEt,2746,Poisoned Dagger,Rogue_power2_D,
AT_132_ROGUEt_H1,46055,Poisoned Dagger,Rogue_power2_D,
AT_132_SHAMANa,16221,Healing Totem,W17_A170_D,EB451C1D
AT_132_SHAMANa,16221,Healing Totem,W17_A170_D_Mask,B29D57A9
AT_132_SHAMANb,16222,Searing Totem,W10_A129_D,62B24B89
AT_132_SHAMANb,16222,Searing Totem,W10_A129_D_Mask,3C9D8E08
AT_132_SHAMANc,16223,Stoneclaw Totem,W2_226_D,3B3E7BAA
AT_132_SHAMANc,16223,Stoneclaw Totem,glow_ring4,835EFB66
AT_132_SHAMANc,16223,Stoneclaw Totem,comets,AE314AAD
AT_132_SHAMANc,16223,Stoneclaw Totem,W2_226_D_Mask,45DC7A9F
AT_132_SHAMANd,16225,Wrath of Air Totem,W8_A194_D,39AA33BE
AT_132_SHAMANd,16225,Wrath of Air Totem,LeaveRing,D9378BF8
AT_132_SHAMANd,16225,Wrath of Air Totem,W8_A194_D_Mask,4A69B6C5
AT_132_SHAMANe,72268,Strength Totem,CLA-026_M,4FF73D93
AT_132_SHAMANe,72268,Strength Totem,CLA-026_M_Mask,D0EC61D6
AT_132_WARLOCKa,51468,Soul Tap,Warlock_power2_D,BDC6C13C
AT_132_WARLOCKb,51838,Soul Tap,Warlock_power2_D,BDC6C13C
AT_133,2818,Gadgetzan Jouster,HS5-063_D,461ED1C8
AT_133,2818,Gadgetzan Jouster,HS5-063_D_Mask,6A61E6ED
AT_COIN,97908,The Coin,HS27-236_S,
AT_COIN,97908,The Coin,HS27-236_S_Coin,
AT_COIN,97908,The Coin,HS27-236_S_FlowMap02,
AT_COIN,97908,The Coin,HS27-236_S_FlowMap,
AT_COIN,97908,The Coin,HS27-236_S_Mask,
AT_COIN,97908,The Coin,HS27-236_S_Premium,
AV_100,66875,Drek'Thar,HS24-098_M,DEDE0A62
AV_100,66875,Drek'Thar,HS24-098_M_Flowmap,
AV_100,66875,Drek'Thar,HS24-098_M_Sparkle,B430C538
AV_100,66875,Drek'Thar,HS24-098_M_Mask,5D42AF03
AV_100,66875,Drek'Thar,HS24-098_M_Premium,85AAFDE3
AV_101,66880,Herald of Lokholar,HS24-072_M,78917A55
AV_101,66880,Herald of Lokholar,HS24-072_M_Hand,28A2BBA2
AV_101,66880,Herald of Lokholar,HS24-072_M_Flowmap,
AV_101,66880,Herald of Lokholar,HS24-072_M_CloudFireBW,4BD2710A
AV_101,66880,Herald of Lokholar,HS24-072_M_Mask,03C67530
AV_101,66880,Herald of Lokholar,HS24-072_M_Premium,49412E18
AV_102,66887,Popsicooler,HS24-177_M,BBBC7A7C
AV_102,66887,Popsicooler,HS24-177_M_Clouds,8C87A690
AV_102,66887,Popsicooler,HS24-177_M_Body,6A540F78
AV_102,66887,Popsicooler,HS24-177_M_Eyes,FEF704E8
AV_102,66887,Popsicooler,HS24-177_M_Head,325D8CC0
AV_102,66887,Popsicooler,HS24-177_M_Mask,2404C199
AV_102,66887,Popsicooler,HS24-177_M_Premium,D3F727D8
AV_107,67192,Glaciate,HS24-138_S,0BEAB66F
AV_107,67192,Glaciate,HS24-161_S_Gradient,6D360D79
AV_107,67192,Glaciate,HS24-138_S_People,209EEFB6
AV_107,67192,Glaciate,HS24-082_M_FlowMap,
AV_107,67192,Glaciate,HS24-138_S_Gradient,
AV_107,67192,Glaciate,HS24-138_S_Stone,0D9C1AB9
AV_107,67192,Glaciate,HS24-138_S_FlowMap,
AV_107,67192,Glaciate,HS24-138_S_Texture,32D2D289
AV_107,67192,Glaciate,HS24-138_S_Mask,
AV_107,67192,Glaciate,HS24-138_S_Premium,53380729
AV_108,67193,Shield Shatter,HS24-047_S,8FC4191D
AV_108,67193,Shield Shatter,HS24-047_S_Character_01,83C963A9
AV_108,67193,Shield Shatter,HS24-047_S_Character_02,E49AE72B
AV_108,67193,Shield Shatter,HS24-047_S_FlowMap,
AV_108,67193,Shield Shatter,HS24-047_S_Texture_01,FF96B478
AV_108,67193,Shield Shatter,HS24-047_S_Texture_02,0F6A3E12
AV_108,67193,Shield Shatter,HS24-047_S_Mask,4A7BA2C1
AV_108,67193,Shield Shatter,HS24-047_S_Premium,FDA75196
AV_109,67194,Frozen Buckler,HS24-163_S,FEFB8419
AV_109,67194,Frozen Buckler,HS24-163_S_Shield,9911B8E2
AV_109,67194,Frozen Buckler,HS24-163_S_FlowMap,
AV_109,67194,Frozen Buckler,HS24-163_S_FlowMap,
AV_109,67194,Frozen Buckler,HS24-163_S_Mask,
AV_109,67194,Frozen Buckler,HS24-163_S_Premium,199F7BA6
AV_112,67352,Snowblind Harpy,HS24-089_M,45C618F0
AV_112,67352,Snowblind Harpy,HS24-089_M_FlowMap,
AV_112,67352,Snowblind Harpy,HS24-089_M_Texture_02,B4D69296
AV_112,67352,Snowblind Harpy,HS24-089_M_Mask,F7403367
AV_112,67352,Snowblind Harpy,HS24-089_M_Premium,71EBC438
AV_113,67803,Beaststalker Tavish,HS24-008_H,0A41AB13
AV_113,67803,Beaststalker Tavish,HS24-008_H_FlowMap,
AV_113,67803,Beaststalker Tavish,HS24-008_H_Arm,BA963A94
AV_113,67803,Beaststalker Tavish,HS24-008_H_Glow,7C8BFF72
AV_113,67803,Beaststalker Tavish,HS24-008_H_Mask,61355AD2
AV_113,67803,Beaststalker Tavish,HS24-008_H_Premium,4C92B63C
AV_113p,67807,Summon Pet,HS24-113_HP,C2831972
AV_113p,67807,Summon Pet,HS24-113_HP_Hand,FDACBD76
AV_113p,67807,Summon Pet,HS24-113_HP_Mask,A26CCE62
AV_113p,67807,Summon Pet,HS24-113_HP_Premium,4FFB90FD
AV_113t1,67804,Improved Explosive Trap,W5_185_D,AAD1E32B
AV_113t1,67804,Improved Explosive Trap,rocks_0,7FC7C5E4
AV_113t1,67804,Improved Explosive Trap,W5_185_D_Mask,DB48B4EE
AV_113t2,67805,Improved Freezing Trap,W12_a048(EA)_D,CF909E44
AV_113t2,67805,Improved Freezing Trap,W12_a048(EA)_D_Mask,71E7BC8B
AV_113t3,67808,Improved Snake Trap,W5_014_D,4CB8D786
AV_113t3,67808,Improved Snake Trap,W5_014_D_Mask,FFC68C06
AV_113t3t2,75069,Snake,W6_240_D,E3782DB4
AV_113t3t2,75069,Snake,W6_240_D_Mask,FA5670DA
AV_113t7,70207,Improved Pack Tactics,HS19-054,B7E92D91
AV_113t7,70207,Improved Pack Tactics,HS19-054_FlowMap,
AV_113t7,70207,Improved Pack Tactics,HS19-054_Smoke,5EE848F1
AV_113t7,70207,Improved Pack Tactics,HS19-054_Mask,D3CB2791
AV_113t7,70207,Improved Pack Tactics,HS19-054_Premium,B7E92D91
AV_113t8,70208,Improved Open the Cages,HS21-144,1FE3BADB
AV_113t8,70208,Improved Open the Cages,HS21-144_Sand,1826ADD3
AV_113t8,70208,Improved Open the Cages,HS21-144_Mask,14036D78
AV_113t9,71468,Improved Ice Trap,HS24-002_S,6511746C
AV_113t9,71468,Improved Ice Trap,HS24-002_S_Ice,48232312
AV_113t9,71468,Improved Ice Trap,HS24-002_S_Mask,CCDCDC83
AV_113t9,71468,Improved Ice Trap,HS24-002_S_Premium,0FC43135
AV_114,67871,Shivering Sorceress,HS24-010_M,740CD506
AV_114,67871,Shivering Sorceress,HS24-010_M_Hair,08935D08
AV_114,67871,Shivering Sorceress,HS24-010_M_FlowMap,
AV_114,67871,Shivering Sorceress,HS24-010_M_Snow,22D16317
AV_114,67871,Shivering Sorceress,HS24-010_M_Mask,5AD34FC7
AV_114,67871,Shivering Sorceress,HS24-010_M_Premium,F55BD86D
AV_115,67873,Amplified Snowflurry,HS24-011_M,99CEA0C0
AV_115,67873,Amplified Snowflurry,HS24-011_M_FlowMap,
AV_115,67873,Amplified Snowflurry,HS24-011_M_Mask,C7BC554A
AV_115,67873,Amplified Snowflurry,HS24-011_M_Premium,B3EA442A
AV_116,67874,Arcane Brilliance,HS24-012_S,40E2D125
AV_116,67874,Arcane Brilliance,HS24-012_S_Rune,D6265DF7
AV_116,67874,Arcane Brilliance,HS24-012_S_Mask,71A0111C
AV_116,67874,Arcane Brilliance,HS24-012_S_Premium,EC78E385
AV_118,69577,Battleworn Vanguard,HS24-132_M,FF174B4B
AV_118,69577,Battleworn Vanguard,HS24-132_M_Body,EF9E3487
AV_118,69577,Battleworn Vanguard,HS24-132_M_Character,06504214
AV_118,69577,Battleworn Vanguard,HS24-132_M_FlowMap,
AV_118,69577,Battleworn Vanguard,HS24-132_M_Mask,21CC9F48
AV_118,69577,Battleworn Vanguard,HS24-132_M_Premium,C1EB8E28
AV_119,70012,To the Front!,HS24-161_S,E3D4A02B
AV_119,70012,To the Front!,HS24-161_S_Gradient,6D360D79
AV_119,70012,To the Front!,HS24-161_S_People,B666F2D1
AV_119,70012,To the Front!,HS24-161_S_FlowMap,
AV_119,70012,To the Front!,HS24-161_S_Mask,425BBE6D
AV_119,70012,To the Front!,HS24-161_S_Premium,61C0035C
AV_121,70219,Gnome Private,HS24-069_M,4B7B06D8
AV_121,70219,Gnome Private,HS24-069_M_Flowmap,
AV_121,70219,Gnome Private,HS24-069_M_Eye,D3DEBEDE
AV_121,70219,Gnome Private,HS24-069_M_Hand,62C1BFAC
AV_121,70219,Gnome Private,HS24-069_M_Mask,B757CBDF
AV_121,70219,Gnome Private,HS24-069_M_Premium,8AA5DB95
AV_122,70220,Corporal,HS24-074_M,0D72FDC7
AV_122,70220,Corporal,HS24-074_M_Flowmap,
AV_122,70220,Corporal,HS24-074_M_Glow,164D4585
AV_122,70220,Corporal,HS24-074_M_Mask,5386C4EA
AV_123,70221,Sneaky Scout,HS24-071_M,2F84708B
AV_123,70221,Sneaky Scout,HS24-071_M_FlowMap,
AV_123,70221,Sneaky Scout,HS24-071_M_FlowMap,
AV_123,70221,Sneaky Scout,HS24-071_M_Mask,CB0EA6E2
AV_123,70221,Sneaky Scout,HS24-071_M_Premium,806E8CE8
AV_124,70223,Direwolf Commander,HS24-070_M,EA8B6B2B
AV_124,70223,Direwolf Commander,HS24-070_M_Wolf,3B129395
AV_124,70223,Direwolf Commander,HS24-070_M_Mask,484C63F6
AV_124,70223,Direwolf Commander,HS24-070_M_Premium,7DF5C4FC
AV_125,70225,Tower Sergeant,HS24-077_M,249A9A19
AV_125,70225,Tower Sergeant,HS24-077_M_FlowMap,
AV_125,70225,Tower Sergeant,HS24-077_M_Stone,D50621AB
AV_125,70225,Tower Sergeant,HS24-077_M_Mask,2D8B2355
AV_125,70225,Tower Sergeant,HS24-077_M_Premium,1AFDD325
AV_126,70226,Bunker Sergeant,HS24-078_M,693AE85C
AV_126,70226,Bunker Sergeant,HS24-078_M_FlowMap,
AV_126,70226,Bunker Sergeant,HS24-078_M_Trail,8CF20F2D
AV_126,70226,Bunker Sergeant,HS24-078_M_Star,D945B7E6
AV_126,70226,Bunker Sergeant,HS24-078_M_People,C56587A8
AV_126,70226,Bunker Sergeant,HS24-078_M_Mask,B352E9F8
AV_126,70226,Bunker Sergeant,HS24-078_M_Premium,CF828311
AV_127,70227,Ice Revenant,HS24-079_M,38733452
AV_127,70227,Ice Revenant,HS24-079_M_Body,19CC0CEE
AV_127,70227,Ice Revenant,HS24-079_M_Arms,E0DF0FD4
AV_127,70227,Ice Revenant,HS24-079_M_Flowmap,
AV_127,70227,Ice Revenant,HS24-079_M_Mask,D1661444
AV_127,70227,Ice Revenant,HS24-079_M_Premium,8AED863C
AV_128,70228,Frozen Mammoth,HS24-176_M,8E76242D
AV_128,70228,Frozen Mammoth,HS24-176_M_Gradient,AD1BBB6E
AV_128,70228,Frozen Mammoth,HS24-176_M_FlowMap,
AV_128,70228,Frozen Mammoth,HS24-176_M_Mask,890C4C40
AV_128,70228,Frozen Mammoth,HS24-176_M_Premium,456FB900
AV_129,70231,Blood Guard,HS24-082_M,B763B926
AV_129,70231,Blood Guard,HS24-082_M_FlowMap,
AV_129,70231,Blood Guard,HS24-082_M_Cloud,FE446B19
AV_129,70231,Blood Guard,HS24-082_M_Stone,4556F6CE
AV_129,70231,Blood Guard,HS24-082_M_Mask,267D0836
AV_129,70231,Blood Guard,HS24-082_M_Premium,15778867
AV_130,70232,Legionnaire,HS24-083_M,A197CB59
AV_130,70232,Legionnaire,HS24-083_M_Arm,B0AFC9AD
AV_130,70232,Legionnaire,HS24-083_M_Hair,E956B2A8
AV_130,70232,Legionnaire,HS24-083_M_Mask,B074D44B
AV_130,70232,Legionnaire,HS24-083_M_Premium,850E854A
AV_131,70234,Knight-Captain,HS24-086_M,B0D9D881
AV_131,70234,Knight-Captain,HS24-086_M_Hair,C4613458
AV_131,70234,Knight-Captain,HS24-086_M_Mask,50F8F62B
AV_131,70234,Knight-Captain,HS24-086_M_Premium,40947DE8
AV_132,70235,Troll Centurion,HS24-087_M,B8E4A116
AV_132,70235,Troll Centurion,HS24-087_M_Mask,93A5F9BE
AV_132,70235,Troll Centurion,HS24-087_M_Premium,E8B6C58B
AV_133,70236,Icehoof Protector,HS24-088_M,864567AC
AV_133,70236,Icehoof Protector,HS24-088_M_Arm,D2DD4A3D
AV_133,70236,Icehoof Protector,HS24-088_M_FlowMap,
AV_133,70236,Icehoof Protector,HS24-088_M_Mask,E8755413
AV_133,70236,Icehoof Protector,HS24-088_M_Premium,5C867559
AV_134,70238,Frostwolf Warmaster,HS24-090_M,6343EDFE
AV_134,70238,Frostwolf Warmaster,HS24-090_M_Hair,7E05325C
AV_134,70238,Frostwolf Warmaster,HS24-090_M_FlowMap,
AV_134,70238,Frostwolf Warmaster,HS24-090_M_Mask,09484E44
AV_134,70238,Frostwolf Warmaster,HS24-090_M_Premium,3F04FABB
AV_135,70239,Stormpike Marshal,HS24-091_M,3A3A4E45
AV_135,70239,Stormpike Marshal,HS24-091_M_Character,39FC754B
AV_135,70239,Stormpike Marshal,HS24-091_M_Character2,8619164A
AV_135,70239,Stormpike Marshal,HS24-091_M_Mask,298F0DFB
AV_135,70239,Stormpike Marshal,HS24-091_M_Premium,A829979E
AV_136,70240,Kobold Taskmaster,HS24-092_M,E5A778C9
AV_136,70240,Kobold Taskmaster,HS24-092_M_Glow,B3699CDC
AV_136,70240,Kobold Taskmaster,HS24-092_M_FlowMap,
AV_136,70240,Kobold Taskmaster,HS24-092_M_Mask,887A59D8
AV_136,70240,Kobold Taskmaster,HS24-092_M_Premium,15870852
AV_136t,71424,Armor Scrap,HS24-093_S,74ADD776
AV_136t,71424,Armor Scrap,MotesAndStarSparse,03F1A7CF
AV_136t,71424,Armor Scrap,HS24-093_S_Mask,
AV_136t,71424,Armor Scrap,HS24-093_S_Premium,1413D942
AV_137,70241,Irondeep Trogg,HS24-094_M,342AC7F2
AV_137,70241,Irondeep Trogg,HS24-094_M_FlowMap_01,
AV_137,70241,Irondeep Trogg,HS18-039_Lightning,381FB11C
AV_137,70241,Irondeep Trogg,HS24-094_M_FlowMap_02,
AV_137,70241,Irondeep Trogg,HS24-094_M_Mask,CF29734B
AV_137,70241,Irondeep Trogg,HS24-094_M_Premium,267B0F71
AV_138,70243,Grimtotem Bounty Hunter,HS24-095_M,4CA2E4A0
AV_138,70243,Grimtotem Bounty Hunter,HS24-095_M_Body,2DE950E0
AV_138,70243,Grimtotem Bounty Hunter,HS24-095_M_FlowMap,
AV_138,70243,Grimtotem Bounty Hunter,HS24-095_M_Mask,E2E5BEDA
AV_138,70243,Grimtotem Bounty Hunter,HS24-095_M_Premium,32D60086
AV_139,70244,Abominable Lieutenant,HS24-096_M,8A52EF60
AV_139,70244,Abominable Lieutenant,HS24-096_M_Arm_R,4ADBEA98
AV_139,70244,Abominable Lieutenant,HS24-096_M_Arm_L,2BF79A84
AV_139,70244,Abominable Lieutenant,HS24-096_M_Mask,2F2F4F7F
AV_139,70244,Abominable Lieutenant,HS24-096_M_Premium,29DC4504
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M,19AF7FD3
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_Stone,11E930AF
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_Hand,F2E0DC9B
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_FlowMap,
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_Ice,4E42D571
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_Mask,74AEED53
AV_141t,70255,Lokholar the Ice Lord,HS24-178_M_Premium,057D8DDF
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M,55464294
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M_Hand,B3F49986
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M_Head,E2AFC623
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M_Flowmap,
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M_Mask,7864272D
AV_142t,70257,"Ivus, the Forest Lord",HS24-179_M_Premium,0F2B6897
AV_143,70258,Korrak the Bloodrager,HS24-100_M,9DF4D802
AV_143,70258,Korrak the Bloodrager,HS24-100_M_Soldiers,15CC1C5D
AV_143,70258,Korrak the Bloodrager,HS24-100_M_Spears,6CBDB596
AV_143,70258,Korrak the Bloodrager,HS24-100_M_Mask,BE2FB27D
AV_143,70258,Korrak the Bloodrager,HS24-100_M_Premium,92F8684C
AV_145,70282,Captain Galvangar,HS24-051_M,197DC281
AV_145,70282,Captain Galvangar,HS24-051_M_hand,EDA278AA
AV_145,70282,Captain Galvangar,HS24-051_M_body,0B2CD5BC
AV_145,70282,Captain Galvangar,HS24-051_M_jaw,97DF24BD
AV_145,70282,Captain Galvangar,HS24-051_M_distrotion_flowmap,
AV_145,70282,Captain Galvangar,HS24-051_M_mask,
AV_145,70282,Captain Galvangar,HS24-051_M_Premium,FE9000EC
AV_146,70495,The Immovable Object,HS24-057_W,BE0336BA
AV_146,70495,The Immovable Object,HS24-057_W_Glow,3728920C
AV_146,70495,The Immovable Object,HS24-057_W_Mask,7A58CB31
AV_146,70495,The Immovable Object,HS24-057_W_Premium,F93F8D8D
AV_147,71321,Dun Baldar Bunker,HS24-101_S,C676D91D
AV_147,71321,Dun Baldar Bunker,HS24-101_S_Clouds,AD26A58F
AV_147,71321,Dun Baldar Bunker,HS24-101_S_Mask,997FB2FA
AV_147,71321,Dun Baldar Bunker,HS24-101_S_Premium,0BEA48B3
AV_200,66848,Magister Dawngrasp,HS24-015_H,6E58B74D
AV_200,66848,Magister Dawngrasp,HS24-015_H_Flowmap,
AV_200,66848,Magister Dawngrasp,HS24-015_H_Glow,7EB9BDCD
AV_200,66848,Magister Dawngrasp,HS24-015_H_Mask,DA2A1704
AV_200p2,67047,Arcane Burst,HS24-122_HP,9B15E584
AV_200p2,67047,Arcane Burst,HS24-122_HP_Mask,00659423
AV_200p2,67047,Arcane Burst,HS24-122_HP_Premium,EF645AF4
AV_201,66874,Coldtooth Yeti,HS24-035_M,7D17B75F
AV_201,66874,Coldtooth Yeti,HS24-035_M_Arm,C4C34CC3
AV_201,66874,Coldtooth Yeti,HS24-035_M_Distort,8625F466
AV_201,66874,Coldtooth Yeti,HS24-035_M_Mask,97D52993
AV_201,66874,Coldtooth Yeti,HS24-035_M_Premium,E9485139
AV_202,66876,"Rokara, the Valorous",HS24-052_H,396465CF
AV_202,66876,"Rokara, the Valorous",HS24-052_H_Hair,C7C34B45
AV_202,66876,"Rokara, the Valorous",HS24-052_H_Mask,69BDE228
AV_202,66876,"Rokara, the Valorous",HS24-052_H_Premium,7D029D45
AV_202p,66877,Grand Slam,HS24-165_HP,76E9FFDA
AV_202p,66877,Grand Slam,HS24-165_HP_Mask,4E80DB3A
AV_202p,66877,Grand Slam,HS24-165_HP_premium,583D8710
AV_202t2,72683,The Unstoppable Force,HS24-050_W,6A877F97
AV_202t2,72683,The Unstoppable Force,HS24-050_W_Mask,
AV_202t2,72683,The Unstoppable Force,HS24-050_W_Premium,4DAF241A
AV_203,66939,Shadowcrafter Scabbs,HS24-041_H,2021F528
AV_203,66939,Shadowcrafter Scabbs,HS24-041_H_FlowMap,
AV_203,66939,Shadowcrafter Scabbs,HS24-041_H_FlowMap,
AV_203,66939,Shadowcrafter Scabbs,HS24-041_H_Mask,68C7EC59
AV_203,66939,Shadowcrafter Scabbs,HS24-041_H_Premium,6134C7A7
AV_203p,66940,Sleight of Hand,HS24-153_HP,ECEB3B96
AV_203p,66940,Sleight of Hand,HS24-153_HP_Mask,28C3DB9D
AV_203t,66941,Shadow,HS24-152_M,BA8CA33F
AV_203t,66941,Shadow,HS24-152_M_Idle,8CAAB3FF
AV_203t,66941,Shadow,HS24-016_M_FlowMap,
AV_203t,66941,Shadow,HS24-016_M_FlowMap,
AV_203t,66941,Shadow,HS24-152_M_FlowMap,
AV_203t,66941,Shadow,HS24-152_M_Mask,
AV_203t,66941,Shadow,HS24-152_M_Premium,C46214CD
AV_204,66951,"Kurtrus, Demon-Render",HS24-029_H,F6F41533
AV_204,66951,"Kurtrus, Demon-Render",HS24-029_H_Hair,665AE6A6
AV_204,66951,"Kurtrus, Demon-Render",HS24-029_H_FlowMap,
AV_204,66951,"Kurtrus, Demon-Render",HS24-029_H_Mask,FAC27EC0
AV_204,66951,"Kurtrus, Demon-Render",HS24-029_H_Premium,C487029F
AV_204p,66952,Ashfallen's Fury,HS24-135_HP,
AV_204p,66952,Ashfallen's Fury,HS24-135_HP_Flowmap,
AV_204p,66952,Ashfallen's Fury,HS24-135_HP_Flowmap,
AV_204p,66952,Ashfallen's Fury,HS24-135_HP_Mask,
AV_204t2,67880,Felbat Shrieker,HS24-136_M,
AV_204t2,67880,Felbat Shrieker,HS24-136_M_Wings,
AV_204t2,67880,Felbat Shrieker,HS24-136_M_FlowMap,
AV_204t2,67880,Felbat Shrieker,HS24-136_M_Magic,
AV_204t2,67880,Felbat Shrieker,HS24-136_M_Mask,
AV_204t2,67880,Felbat Shrieker,HS24-136_M_Premium,
AV_205,66953,Wildheart Guff,HS24-068_H,83F0AD0B
AV_205,66953,Wildheart Guff,HS24-068_H_Hair,3D6375E7
AV_205,66953,Wildheart Guff,HS24-068_H_FlowMap,
AV_205,66953,Wildheart Guff,HS24-068_H_Mask,4EFAE9FA
AV_205,66953,Wildheart Guff,HS24-068_H_Premium,5309F8D5
AV_205a,72839,Ice Blossom,HS24-229_S,9FE5F71A
AV_205a,72839,Ice Blossom,HS24-229_S_Premium,5A070C88
AV_205p,66954,Nurture,HS24-175_HP,8C5534A3
AV_205p,66954,Nurture,HS24-175_HP_Mask,8F9E5D81
AV_205p,66954,Nurture,HS24-175_HP_Premium,60246A9C
AV_205pb,72840,Valley Root,HS24-228_S,5617FBBF
AV_205pb,72840,Valley Root,HS24-228_S_Flowmap,
AV_205pb,72840,Valley Root,HS24-041_H_FlowMap,
AV_205pb,72840,Valley Root,HS24-228_S_Mask,DBFD4371
AV_205pb,72840,Valley Root,HS24-228_S,5617FBBF
AV_206,67040,Lightforged Cariel,HS24-058_H,2BB5A837
AV_206,67040,Lightforged Cariel,HS24-058_H_Hair,B570A36A
AV_206,67040,Lightforged Cariel,FX_Flowers,
AV_206,67040,Lightforged Cariel,HS24-058_H_Mask,293CA574
AV_206,67040,Lightforged Cariel,HS24-058_H_Premium,4A392ABD
AV_206p,67041,Blessing of Queens,HS24-171_HP,638D4010
AV_206p,67041,Blessing of Queens,HS24-171_HP_Mask,B83D7B1A
AV_207,67048,"Xyrella, the Devout",HS24-046_H,E1C96B3F
AV_207,67048,"Xyrella, the Devout",HS24-046_H_Glow,C9E65A8B
AV_207,67048,"Xyrella, the Devout",HS24-046_H_Glow,C9E65A8B
AV_207,67048,"Xyrella, the Devout",HS24-046_H_FlowMap,
AV_207,67048,"Xyrella, the Devout",HS24-046_H_Mask,
AV_207,67048,"Xyrella, the Devout",HS24-046_H_Premium,CC2101D6
AV_207p,67049,Holy Touch,HS24-157_HP,CF2A3A52
AV_207p,67049,Holy Touch,HS24-157_HP_Mask,C780F702
AV_207p2,67050,Void Spike,HS24-158_HP,CA66D870
AV_207p2,67050,Void Spike,UV_Wavy_Flow2,
AV_207p2,67050,Void Spike,UV_Wavy_Flow2,
AV_207p2,67050,Void Spike,HS24-158_HP_Mask,8AF9D8ED
AV_209,67204,Dreadprison Glaive,HS24-025_W,B1E58FC0
AV_209,67204,Dreadprison Glaive,HS24-025_W_Weapon,46D061A6
AV_209,67204,Dreadprison Glaive,HS24-025_W_FlowMap_01,
AV_209,67204,Dreadprison Glaive,HS24-025_W_FlowMap_02,
AV_209,67204,Dreadprison Glaive,HS24-025_W_Mask,284DAB11
AV_209,67204,Dreadprison Glaive,HS24-025_W_Premium,472E21F4
AV_210,67207,Pathmaker,HS24-059_M,F45C1CE4
AV_210,67207,Pathmaker,HS24-059_M_Idle,5CE6E839
AV_210,67207,Pathmaker,HS24-059_M_Leaves,20388A61
AV_210,67207,Pathmaker,HS24-059_M_Glow,F411D055
AV_210,67207,Pathmaker,HS24-059_M_Mask,4C44CF4E
AV_210,67207,Pathmaker,HS24-059_M_Premium,550CA51F
AV_211,67209,Dire Frostwolf,HS24-065_M,546091F0
AV_211,67209,Dire Frostwolf,HS24-065_M_Dwarf,DCE91796
AV_211,67209,Dire Frostwolf,HS24-065_M_Glow,B259AEA7
AV_211,67209,Dire Frostwolf,HS24-065_M_Mask,4D853778
AV_211,67209,Dire Frostwolf,HS24-065_M_Premium,35C27690
AV_211t,72718,Frostwolf Cub,HS24-173_M,54C204BF
AV_211t,72718,Frostwolf Cub,HS24-173_M_Eyes,5ED38914
AV_211t,72718,Frostwolf Cub,HS24-173_M_Tail,02F3007D
AV_211t,72718,Frostwolf Cub,HS24-173_M_Tail2,62EB6424
AV_211t,72718,Frostwolf Cub,HS24-173_M_Mask,6B8D59F0
AV_211t,72718,Frostwolf Cub,HS24-173_M_Premium,94B7F521
AV_212,67210,Siphon Mana,HS24-009_S,7B4FCA10
AV_212,67210,Siphon Mana,HS24-009_S_Cloak,AA196B54
AV_212,67210,Siphon Mana,HS24-009_S_Flowmap_02,
AV_212,67210,Siphon Mana,HS24-009_S_Flowmap_01,
AV_212,67210,Siphon Mana,HS24-009_S_Ring,A3D0D867
AV_212,67210,Siphon Mana,HS23-123_M_Snow,39E19AFF
AV_212,67210,Siphon Mana,HS24-009_S_Mask,2C1FC51B
AV_212,67210,Siphon Mana,HS24-009_S_Premium,D7BB8F7C
AV_213,67211,Vitality Surge,HS24-053_S,5945E2CB
AV_213,67211,Vitality Surge,HS24-053_S_FlowMap,
AV_213,67211,Vitality Surge,HS24-053_S_Hand,245768B1
AV_213,67211,Vitality Surge,HS24-053_S_Mask,9A1D423A
AV_213,67211,Vitality Surge,HS24-053_S_Premium,7E3D8E5F
AV_215,67217,Frantic Hippogryph,HS24-081_M,935FB933
AV_215,67217,Frantic Hippogryph,HS24-081_M_Body,B902B6E8
AV_215,67217,Frantic Hippogryph,HS24-081_M_Wing,B31A91E9
AV_215,67217,Frantic Hippogryph,HS24-081_M_Paw,4D5C1EF3
AV_215,67217,Frantic Hippogryph,HS24-081_M_FlowMap,
AV_215,67217,Frantic Hippogryph,HS24-081_M_Waves,1E2956D0
AV_215,67217,Frantic Hippogryph,HS24-081_M_Mask,769D9607
AV_215,67217,Frantic Hippogryph,HS24-081_M_Premium,CD41C8BD
AV_218,67224,Mass Polymorph,HS24-114_S,0B83DF4D
AV_218,67224,Mass Polymorph,HS24-114_S_FlowMap,96E611AD
