guid,dbfid,cardname
BAR_741,70370,???
BAR_742,70399,???
BAR_743,63250,Toad of the Wilds
BAR_743e,63258,Toadin' Wild
BAR_744,63251,Spirit Healer
BAR_744e,63529,Lifted Spirits
BAR_745,63252,Hecklefang Hyena
BAR_746,70401,???
BAR_747,70402,???
BAR_748,63261,Varden Dawngrasp
BAR_750,63508,Earth Revenant
BAR_751,63509,Spawnpool Forager
BAR_751t,63527,Diremuck Tinyfin
BAR_752,70578,???
BAR_753,70579,???
BAR_754,70605,Drag To Move
BAR_761,70652,???
BAR_762,70651,???
BAR_763a1e1,70736,"WTB [Hand Axe]x6, PST!"
BAR_763a1e2,70737,"WTB [Goblin Fishing Pole]x2, PST!"
BAR_763a1e3,70738,"WTB [Angry Crystal]x1, PST!"
BAR_763a1e4,70739,"WTB [Arcane Scroll]x6, PST!"
BAR_763a1e5,70740,"WTB [Sphere of Wisdom]x3, PST!"
BAR_763a2e1,70741,"WTB [Cute Doll]x1, PST!"
BAR_763a2e2,70742,"WTB [Stormwind Cheddar]x10, PST!"
BAR_763a2e3,70743,"WTB [Goblin Fishing Pole]x10, PST!"
BAR_763a2e4,70744,"WTB [Ruby Crown]x4, PST!"
BAR_763a2e5,70745,"WTB [Potion of Night]x8, PST!"
BAR_763a3e1,70746,"WTB [Linen Bandage]x3, PST!"
BAR_763a3e2,70747,"WTB [Very Nice Hat]x4, PST!"
BAR_763a3e3,70748,"WTB [Draught of Angels]x1, PST!"
BAR_763a3e4,70749,"WTB [Angry Crystal]x3, PST!"
BAR_763a3e5,70750,"WTB [Cute Doll]x9, PST!"
BAR_763a4e1,70751,"WTB [Jade Locket]x1, PST!"
BAR_763a4e2,70752,"WTB [Captivating Pipes]x6, PST!"
BAR_763a4e3,70753,"WTB [Ruby Crown]x2, PST!"
BAR_763a4e4,70754,"WTB [Tiger Amulet]x2, PST!"
BAR_763a4e5,70755,"WTB [Sapphire Wand]x10, PST!"
BAR_763a5e1,70756,"WTB [Iron Dagger]x3, PST!"
BAR_763a5e2,70757,"WTB [Gilnean Dagger]x1, PST!"
BAR_763a5e3,70758,"WTB [Captivating Pipes]x4, PST!"
BAR_763a5e4,70759,"WTB [Alliance Mace]x5, PST!"
BAR_763a5e5,70760,"WTB [Shadowy Gem]x7, PST!"
BAR_763a6e1,70761,"WTB [Elixir of Vigor]x10, PST!"
BAR_763a6e2,70762,"WTB [Gnomish Shield]x2, PST!"
BAR_763a6e3,70763,"WTB [Golden Goblet]x7, PST!"
BAR_763a6e4,70764,"WTB [Alliance Mace]x4, PST!"
BAR_763a6e5,70765,"WTB [Everburning Candle]x7, PST!"
BAR_763a7e1,70766,"WTB [Healing Potion]x8, PST!"
BAR_763a7e2,70767,"WTB [Loyal Pet Whistle]x3, PST!"
BAR_763a7e3,70768,"WTB [Arcane Scroll]x2, PST!"
BAR_763a7e4,70769,"WTB [Gnomish Shield]x7, PST!"
BAR_763a7e5,70770,"WTB [Draught of Angels]x4, PST!"
BAR_763m1e1,70662,"WTS [Healing Potion], PST!"
BAR_763m1e2,70663,"WTS [Golden Goblet], PST!"
BAR_763m1e3,70690,"WTS [Jade Locket], PST!"
BAR_763m1e4,70691,"WTS [Alliance Mace], PST!"
BAR_763m1e5,70692,"WTS [Draught of Angels], PST!"
BAR_763m1e6,70693,"WTS [Gilnean Dagger], PST!"
BAR_763m1e7,70694,"WTS [Loyal Pet Whistle], PST!"
BAR_763m2e1,70695,"WTS [Iron Dagger], PST!"
BAR_763m2e2,70696,"WTS [Jade Locket], PST!"
BAR_763m2e3,70664,"WTS [Golden Goblet], PST!"
BAR_763m2e4,70697,"WTS [Ruby Crown], PST!"
BAR_763m2e5,70698,"WTS [Sphere of Wisdom], PST!"
BAR_763m2e6,70699,"WTS [Shadowy Gem], PST!"
BAR_763m2e7,70700,"WTS [Sapphire Wand], PST!"
BAR_763m3e1,70701,"WTS [Hand Axe], PST!"
BAR_763m3e2,70702,"WTS [Cute Doll], PST!"
BAR_763m3e3,70703,"WTS [Arcane Scroll], PST!"
BAR_763m3e4,70704,"WTS [Draught of Angels], PST!"
BAR_763m3e5,70705,"WTS [Potion of Night], PST!"
BAR_763m3e6,70706,"WTS [Everburning Candle], PST!"
BAR_763m3e7,70707,"WTS [Tiger Amulet], PST!"
BAR_763m4e1,70708,"WTS [Captivating Pipes], PST!"
BAR_763m4e2,70709,"WTS [Linen Bandage], PST!"
BAR_763m4e3,70710,"WTS [Gilnean Dagger], PST!"
BAR_763m4e4,70711,"WTS [Gnomish Shield], PST!"
BAR_763m4e5,70712,"WTS [Potion of Night], PST!"
BAR_763m4e6,70713,"WTS [Tiger Amulet], PST!"
BAR_763m4e7,70714,"WTS [Alliance Mace], PST!"
BAR_763m5e1,70715,"WTS [Arcane Scroll], PST!"
BAR_763m5e2,70716,"WTS [Very Nice Hat], PST!"
BAR_763m5e3,70717,"WTS [Captivating Pipes], PST!"
BAR_763m5e4,70718,"WTS [Angry Crystal], PST!"
BAR_763m5e5,70719,"WTS [Gilnean Dagger], PST!"
BAR_763m5e6,70720,"WTS [Sphere of Wisdom], PST!"
BAR_763m5e7,70721,"WTS [Sapphire Wand], PST!"
BAR_763m6e1,70722,"WTS [Elixir of Vigor], PST!"
BAR_763m6e2,70723,"WTS [Goblin Fishing Pole], PST!"
BAR_763m6e3,70724,"WTS [Sapphire Wand], PST!"
BAR_763m6e4,70725,"WTS [Everburning Candle], PST!"
BAR_763m6e5,70726,"WTS [Angry Crystal], PST!"
BAR_763m6e6,70727,"WTS [Ruby Crown], PST!"
BAR_763m6e7,70728,"WTS [Draught of Angels], PST!"
BAR_763m7e1,70729,"WTS [Stormwind Cheddar], PST!"
BAR_763m7e2,70730,"WTS [Goblin Fishing Pole], PST!"
BAR_763m7e3,70731,"WTS [Loyal Pet Whistle], PST!"
BAR_763m7e4,70732,"WTS [Shadowy Gem], PST!"
BAR_763m7e5,70733,"WTS [Gilnean Dagger], PST!"
BAR_763m7e6,70734,"WTS [Tiger Amulet], PST!"
BAR_763m7e7,70735,"WTS [Alliance Mace], PST!"
BAR_763t0,70657,Gold Coins
BAR_763t1,70660,Healing Potion
BAR_763t10,70673,Cute Doll
BAR_763t11,70674,Gnomish Shield
BAR_763t12,70675,Captivating Pipes
BAR_763t13,70676,Goblin Fishing Pole
BAR_763t14,70677,Loyal Pet Whistle
BAR_763t15,70678,Alliance Mace
BAR_763t16,70679,Ruby Crown
BAR_763t17,70680,Arcane Scroll
BAR_763t18,70681,Potion of Night
BAR_763t19,70682,Angry Crystal
BAR_763t2,70665,Iron Dagger
BAR_763t20,70683,Sapphire Wand
BAR_763t21,70684,Shadowy Gem
BAR_763t22,70685,Draught of Angels
BAR_763t23,70686,Sphere of Wisdom
BAR_763t24,70687,Tiger Amulet
BAR_763t25,70688,Everburning Candle
BAR_763t26,70689,Gilnean Dagger
BAR_763t3,70666,Hand Axe
BAR_763t4,70667,Linen Bandage
BAR_763t5,70668,Very Nice Hat
BAR_763t6,70669,Elixir of Vigor
BAR_763t7,70670,Stormwind Cheddar
BAR_763t8,70671,Jade Locket
BAR_763t9,70661,Golden Goblet
BAR_801,63195,Wound Prey
BAR_812,63553,Oasis Ally
BAR_840,63126,Whirling Combatant
BAR_841,63130,Bulk Up
BAR_841e,63131,Swoll
BAR_842,63128,Conditioning (Rank 1)
BAR_842e,63610,Gains
BAR_842e2,63611,Gains
BAR_842e3,63612,Gains
BAR_842t,63608,Conditioning (Rank 2)
BAR_842t2,63609,Conditioning (Rank 3)
BAR_843,63117,Warsong Envoy
BAR_844,63118,Outrider's Axe
BAR_845,63119,Rancor
BAR_846,63124,Mor'shan Elite
BAR_847,63125,Rokara
BAR_847e,63132,Battle Hardened
BAR_848,63279,Lilypad Lurker
BAR_854,63277,Kindling Elemental
BAR_854e,63278,Kindle
BAR_860,63272,Firemancer Flurgl
BAR_871,63690,Soldier's Caravan
BAR_873,62924,Knight of Anointment
BAR_875,62926,Sword of the Fallen
BAR_876,62927,Northwatch Commander
BAR_878,62933,Veteran Warmedic
BAR_878t,63321,Battlefield Medic
BAR_879,62976,Cannonmaster Smythe
BAR_879e,62977,Secrecy
BAR_879t,63327,Northwatch Soldier
BAR_880,62947,Conviction (Rank 1)
BAR_880e,63299,Blessed
BAR_880t,62948,Conviction (Rank 2)
BAR_880t2,62949,Conviction (Rank 3)
BAR_881,63079,Invigorating Sermon
BAR_881e,65589,Holy Might
BAR_888,63112,Rimetongue
BAR_888t,63631,Frosted Elemental
BAR_890,63019,Crossroads Gossiper
BAR_890e,63427,Shameless
BAR_891,63682,Fury (Rank 1)
BAR_891e,63685,Fury
BAR_891e2,63686,Fury
BAR_891e3,63687,Fury
BAR_891t,63683,Fury (Rank 2)
BAR_891t2,63684,Fury (Rank 3)
BAR_896,63701,Stonemaul Anchorman
BAR_896e,65596,Incensed
BAR_902,62993,Cariel Roame
BAR_902e,62996,Light's Strength
BAR_910,63191,Grimoire of Sacrifice
BAR_911,63192,Soul Rend
BAR_912,63193,Apothecary's Caravan
BAR_913,63211,Altar of Fire
BAR_914,63220,Imp Swarm (Rank 1)
BAR_914t,63221,Imp Swarm (Rank 2)
BAR_914t2,63222,Imp Swarm (Rank 3)
BAR_914t3,63194,Imp Familiar
BAR_915,63215,Kabal Outfitter
BAR_915e,63223,Outfitted
BAR_916,63216,Blood Shard Bristleback
BAR_917,63217,Barrens Scavenger
BAR_918,63218,Tamsin Roame
BAR_918e,63235,Gathered Shadows
BAR_919,63219,Neeru Fireblade
BAR_919t,65578,Burning Blade Portal
BAR_COIN1,66957,The Coin
BAR_COIN2,66958,The Coin
BAR_COIN3,66959,The Coin
BCON_001,49225,Deadeye
BCON_001e,50134,Deadeye
BCON_004,49228,Polymorph: ???
BCON_008,49231,Nature's Champion
BCON_008e,50131,Nature's Champion
BCON_012,49237,Hand of Salvation
BCON_015,49240,Generous Spirit
BCON_016,49241,Smoke Bomb
BCON_016e,50133,Smoke Bombed
BCON_021,49246,Crackling Doom
BCON_024,49249,Bottled Madness
BCON_026,49251,Blazing Longsword
BG19_010,70790,Sewer Rat
BG19_010_G,70801,Sewer Rat
BG19_010_Gt,70802,Half-Shell
BG19_010t,70791,Half-Shell
BG20_100,70143,Razorfen Geomancer
BG20_100_G,70150,Razorfen Geomancer
BG20_101,70157,Roadboar
BG20_101_G,70161,Roadboar
BG20_102,70162,Tough Tusk
BG20_102_G,70168,Tough Tusk
BG20_102_Ge,70169,Real Tough
BG20_102e,70167,Toughened
BG20_103,70171,Bristleback Brute
BG20_103_G,70172,Bristleback Brute
BG20_104,70173,Bonker
BG20_104_G,70174,Bonker
BG20_105,70175,Thorncaller
BG20_105_G,70181,Thorncaller
BG20_106,70188,Groundshaker
BG20_106_G,70189,Groundshaker
BG20_106e,71268,Groundshook
BG20_201,70144,Bannerboar
BG20_201_G,70146,Bannerboar
BG20_202,70151,Necrolyte
BG20_202_G,70152,Necrolyte
BG20_203,70153,Prophet of the Boar
BG20_203_G,70155,Prophet of the Boar
BG20_204,70158,Bristleback Knight
BG20_204_G,70159,Bristleback Knight
BG20_205,70176,"Agamaggan, the Great Boar"
BG20_205_G,70177,"Agamaggan, the Great Boar"
BG20_206,70179,Captain Flat Tusk
BG20_206_G,70190,Captain Flat Tusk
BG20_207,70184,Dynamic Duo
BG20_207_G,70191,Dynamic Duo
BG20_207_Ge,70192,Boar's Favor
BG20_207e,70185,Boar's Favor
BG20_210,73072,Hexruin Marauder
BG20_210_G,73092,Hexruin Marauder
BG20_210_Ge,73090,Hexruin Fury
BG20_210e,73088,Hexruin Strength
BG20_301,70147,Sun-Bacon Relaxer
BG20_301_G,70148,Sun-Bacon Relaxer
BG20_302,70163,Aggem Thorncurse
BG20_302_G,70164,Aggem Thorncurse
BG20_302_Ge,70284,Thorncursed
BG20_302e,71163,Thorncursed
BG20_303,70165,Charlga
BG20_303_G,70166,Charlga
BG20_304,72230,Archdruid Hamuul
BG20_304_G,72231,Archdruid Hamuul
BG20_401,66618,Holy Mecherel
BG20_401_G,73503,Holy Mecherel
BG20_GEM,70136,Blood Gem
BG20_GEM_No_Impact,73635,Blood Gem No Impact
BG20_GEMe,70139,Blood Gem
BG20_GEMe2,72191,Blood Gems
BG20_GEMt,72652,Mass Blood Gem
BG20_HERO_100,70838,Rokara
BG20_HERO_100_Buddy,77876,Icesnarl the Mighty
BG20_HERO_100_Buddy_G,77877,Icesnarl the Mighty
BG20_HERO_100_Buddy_Ge,80994,Snarling
BG20_HERO_100_Buddy_e,80993,Snarling
BG20_HERO_100_SKIN_A4,95320,"Rokara, Arcane Warrior"
BG20_HERO_100_SKIN_B,96561,Mrrkara
BG20_HERO_100_SKIN_C,99063,Rustlin' Rokara
BG20_HERO_100_SKIN_D,102867,Rocker Rokara
BG20_HERO_100_SKIN_E,103801,Keeper Rokara
BG20_HERO_100_SKIN_F,106256,Arena-Champion Rokara
BG20_HERO_100p,80229,Glory of Combat
BG20_HERO_100p_e2,80231,Glory
BG20_HERO_101,70956,Xyrella
BG20_HERO_101_Buddy,77851,Baby Elekk
BG20_HERO_101_Buddy_G,77852,Baby Elekk
BG20_HERO_101_Buddy_Ge,80996,Straylight
BG20_HERO_101_Buddy_e,80995,Straylight
BG20_HERO_101_SKIN_A,80790,Empyreal Xyrella
BG20_HERO_101_SKIN_B,82076,Elekkhandler Xyrella
BG20_HERO_101_SKIN_C,92182,Xyrella the Elegant
BG20_HERO_101_SKIN_D2,94537,Festival Guardian Xyrella
BG20_HERO_101_SKIN_E4,95317,"Xyrella, Mi'da's Champion"
BG20_HERO_101_SKIN_F,98810,Lightkeeper Xyrella
BG20_HERO_101p,70957,See the Light
BG20_HERO_101pe2,70959,Pledge of Peace
BG20_HERO_102,71454,Overlord Saurfang
BG20_HERO_102_Buddy,77813,Dranosh Saurfang
BG20_HERO_102_Buddy_G,77814,Dranosh Saurfang
BG20_HERO_102_SKIN_A,80072,Sea Admiral Saurfang
BG20_HERO_102_SKIN_B,80567,Chargeleader Saurfang
BG20_HERO_102_SKIN_C,82054,Guan Yu Saurfang
BG20_HERO_102_SKIN_D,82515,Colossal Dragonplate Saurfang
BG20_HERO_102_SKIN_E4,95329,Shadow Helm Saurfang
BG20_HERO_102e,104874,For the Horde!
BG20_HERO_102p,71455,For the Horde!
BG20_HERO_102pe,71456,Saurfang Player Enchantment
BG20_HERO_102pe2,71457,For the Horde!
BG20_HERO_102pe3,80558,For the Horde!
BG20_HERO_102pe_Buddy,80557,Saurfang Player Enchantment (Buddy)
BG20_HERO_103,71458,Death Speaker Blackthorn
BG20_HERO_103_Buddy,77478,Death's Head Sage
BG20_HERO_103_Buddy_G,77536,Death's Head Sage
BG20_HERO_103_SKIN_A,80030,Tidespeaker Blackthorn
BG20_HERO_103_SKIN_B2,94536,Torchbearer Blackthorn
BG20_HERO_103_SKIN_C4,95310,Deal Speaker Blackthorn
BG20_HERO_103p,71459,Bloodbound
BG20_HERO_201,71463,Vol'jin
BG20_HERO_201_Buddy,77849,Master Gadrin
BG20_HERO_201_Buddy_G,77850,Master Gadrin
BG20_HERO_201_Buddy_e,80199,Blessed Hands
BG20_HERO_201_SKIN_A,75129,Chillin' Vol'jin
BG20_HERO_201_SKIN_B,80566,"Vol'jin, Frostwolf Officer"
BG20_HERO_201_SKIN_C,82507,Vol'jin of Blind Absolution
BG20_HERO_201_SKIN_D,102853,Punk-Pop Vol'jin
BG20_HERO_201e,71474,Modified Attack
BG20_HERO_201e2,71475,Modified Health
BG20_HERO_201e3,72448,Stats Set DEPRECATED
BG20_HERO_201p,71464,Spirit Swap
BG20_HERO_201p2,71644,Spirit Swap
BG20_HERO_201p2e,72192,Spirit Swapped
BG20_HERO_201p2e2,109318,Spirit Gained
BG20_HERO_201p3e,71653,Marked for Gain
BG20_HERO_202,71908,Master Nguyen
BG20_HERO_202_Buddy,77514,Lei Flamepaw
BG20_HERO_202_Buddy_G,77550,Lei Flamepaw
BG20_HERO_202_SKIN_A,82094,Ban-Lu Nguyen
BG20_HERO_202_SKIN_B4,95321,Mystical Mentor Nguyen
BG20_HERO_202_SKIN_C,98806,Sunwell Nguyen
BG20_HERO_202_SKIN_D,99060,M.V.P. Nguyen
BG20_HERO_202p,71909,Power of the Storm
BG20_HERO_202pe,71910,Shifting Hero Power
BG20_HERO_202pt,72671,Shift your Hero Power
BG20_HERO_242,68129,Guff Runetotem
BG20_HERO_242_Buddy,77790,Baby Kodo
BG20_HERO_242_Buddy_G,77791,Baby Kodo
BG20_HERO_242_SKIN_A,78750,Stormwind Guard Guff
BG20_HERO_242_SKIN_B,82080,Oasis Guff
BG20_HERO_242p,68130,Natural Balance
BG20_HERO_242pe,68131,Guff's Buff
BG20_HERO_280,74631,Kurtrus Ashfallen
BG20_HERO_280_Buddy,77796,Living Nightmare
BG20_HERO_280_Buddy_G,77797,Living Nightmare
BG20_HERO_280_Buddye,79491,Living Nightmare Player Enchant
BG20_HERO_280_Buddye2,79492,Nightshot
BG20_HERO_280_SKIN_A,83634,Suede Kurtrus
BG20_HERO_280_SKIN_B2,94529,Ashfallen Firewalker
BG20_HERO_280_SKIN_C3,94875,The Honorable Ashfallen
BG20_HERO_280_SKIN_D,96564,Mrrrtrus Ashfallen
BG20_HERO_280_SKIN_E,106628,Gunglaive Kurtrus
BG20_HERO_280e,77255,Kurtrus Watcher
BG20_HERO_280p,74632,Final Showdown
BG20_HERO_280p2,74635,Gain Momentum
BG20_HERO_280p2e,74634,Momentum
BG20_HERO_280p2e2,74656,Marked for Showdown
BG20_HERO_280p3,74636,Close the Portal
BG20_HERO_280p3e2,74639,Portal Closure
BG20_HERO_280p5,104875,Glaive Ricochet
BG20_HERO_280pe,74633,Showdown Preparation
BG20_HERO_282,74646,Tamsin Roame
BG20_HERO_282_Buddy,77878,Monstrosity
BG20_HERO_282_Buddy_G,77879,Monstrosity
BG20_HERO_282_Buddye,79308,Consumed
BG20_HERO_282_SKIN_A,83633,Ballroom Tamsin
BG20_HERO_282_SKIN_B,92194,Dancin' Tamsin
BG20_HERO_282_SKIN_C4,95316,"Tamsin, Shadow Mage"
BG20_HERO_282_SKIN_D,107784,Treason Tamsin
BG20_HERO_282p,77911,Fragrant Phylactery
BG20_HERO_282pe,77912,Fragrant
BG20_HERO_283,75702,Galewing
BG20_HERO_283_Buddy,77788,Flight Trainer
BG20_HERO_283_Buddy_G,77789,Flight Trainer
BG20_HERO_283_SKIN_A,82391,Starblast Galewing
BG20_HERO_283_SKIN_B2,94525,Galewing of Fire
BG20_HERO_283_SKIN_C3,94871,Gravewing Galewing
BG20_HERO_283_SKIN_D4,95312,Sky Sailor Galewing
BG20_HERO_283_SKIN_E,111065,Lantern Stringer Galewing
BG20_HERO_283p,75703,Dungar's Gryphon
BG20_HERO_283p_t1,75704,Westfall
BG20_HERO_283p_t1e,75889,Westfall
BG20_HERO_283p_t2,75705,Ironforge
BG20_HERO_283p_t3,75706,Eastern Plaguelands
BG20_HERO_301,71916,Mutanus the Devourer
BG20_HERO_301_Buddy,77809,Nightmare Ectoplasm
BG20_HERO_301_Buddy_G,77810,Nightmare Ectoplasm
BG20_HERO_301_SKIN_A,77183,Stonecrash
BG20_HERO_301_SKIN_B,83645,Mutanus the Insatiable
BG20_HERO_301_SKIN_C,92221,Hot Mess Mutanus
BG20_HERO_301_SKIN_D2,94523,Fire Eater Mutanus
BG20_HERO_301_SKIN_E,96584,Mutanus the Devoured
BG20_HERO_301_SKIN_F,103824,Custodian Mutanus
BG20_HERO_301p,71914,Devour
BG20_HERO_301pe,71915,Spat Upon
BG20_HERO_666,72470,Diablo
BG20_HERO_666p,72471,Realm of Terror
BG20_HERO_666p2,105634,Soulstone
BG20_HERO_666p2e,105636,Soulstone
BG20_HERO_666p2e2,105861,Soulstone Watcher
BG20_HERO_666p2e3,105862,Soulstone
BG20_HERO_666p_t0,78109,"Diablo, Lord of Terror"
BG20_HERO_666p_t1a,77435,Sigil of Hell
BG20_HERO_666p_t1b,77436,Magic Sigil of Hell
BG20_HERO_666p_t1c,77437,Rare Sigil of Hell
BG20_HERO_666p_t1d,77438,Unique Sigil of Hell
BG20_HERO_666p_t3_e,77342,Terrifying
BG20_HERO_666p_t3a,77341,Claws of Terror
BG20_HERO_666p_t3b,77344,Magic Claws of Terror
BG20_HERO_666p_t3c,77345,Rare Claws of Terror
BG20_HERO_666p_t3d,77346,Unique Claws of Terror
BG20_HERO_666p_t4a,77347,Magma Horns
BG20_HERO_666p_t4a_e,77919,Furious Horns
BG20_HERO_666p_t4a_e2,79438,Resilient Horns
BG20_HERO_666p_t4a_e3,79439,Hardened Horns
BG20_HERO_666p_t4b,77348,Magic Magma Horns
BG20_HERO_666p_t4c,77351,Rare Magma Horns
BG20_HERO_666p_t4d,77353,Unique Magma Horns
BG20_HERO_666p_t5_e,77519,Hooved
BG20_HERO_666p_t5a,77518,Hellfire Hooves
BG20_HERO_666p_t5b,77520,Magic Hellfire Hooves
BG20_HERO_666p_t5c,77521,Rare Hellfire Hooves
BG20_HERO_666p_t5d,77522,Unique Hellfire Hooves
BG20_HERO_666p_t6a,77523,Black Soulstone
BG20_HERO_666p_t6b,77524,Magic Black Soulstone
BG20_HERO_666p_t6c,77526,Rare Black Soulstone
BG20_HERO_666p_t6d,77527,Unique Black Soulstone
BG21_000,72042,Leapfrogger
BG21_000_G,74974,Leapfrogger
BG21_000_Ge,74972,Leapfroggin'
BG21_000e,74971,Leapfroggin'
BG21_001,72043,Palescale Crocolisk
BG21_001_G,74902,Palescale Crocolisk
BG21_001e,74900,Palescales
BG21_001e2,74901,Palescales
BG21_002,72055,Bird Buddy
BG21_002_G,72830,Bird Buddy
BG21_002_Ge,72829,Well Fed
BG21_002e,72827,Well Fed
BG21_003,72045,Reanimating Rattler
BG21_003_G,72825,Reanimating Rattler
BG21_003e,76176,Reanimating
BG21_004,72060,Insatiable Ur'zul
BG21_004_G,72821,Insatiable Ur'zul
BG21_004e,72820,Sated
BG21_005,72067,Famished Felbat
BG21_005_G,72824,Famished Felbat
BG21_005e,72822,Fed by the Felbat
BG21_006,72059,Impulsive Trickster
BG21_006_G,72922,Impulsive Trickster
BG21_006e,73759,Impulsive
BG21_007,72066,Impatient Doomsayer
BG21_007_G,73474,Impatient Doomsayer
BG21_008,72065,Saltscale Honcho
BG21_008_G,72832,Saltscale Honcho
BG21_008_Ge,74913,Extra Salty
BG21_008e,74912,Salty
BG21_009,72057,SI:Sefin
BG21_009_G,73762,SI:Sefin
BG21_009e,73760,SI:7 Training
BG21_010,72064,Swolefin
BG21_010_G,73011,Swolefin
BG21_010_Ge,73767,Swoler
BG21_010e,73010,Swole
BG21_011,72044,Seafood Slinger
BG21_011_G,73009,Seafood Slinger
BG21_011_Ge,75143,Slung
BG21_011e,75142,Slung
BG21_011e2,77644,Battlecry Self-Trigger DEPRECATED [DNT]
BG21_012,72063,Prestor's Pyrospawn
BG21_012_G,73450,Prestor's Pyrospawn
BG21_013,72072,Whelp Smuggler
BG21_013_G,73546,Whelp Smuggler
BG21_013e,73544,Job Whelp Done
BG21_014,72073,Prized Promo-Drake
BG21_014_G,73452,Prized Promo-Drake
BG21_014e,73451,Promoted
BG21_015,72062,Tarecgosa
BG21_015_G,73453,Tarecgosa
BG21_016,72070,Peggy Brittlebone
BG21_016_G,73813,Peggy Brittlebone
BG21_016_Ge,75149,Loot Get
BG21_016e,75148,Loot Get
BG21_017,72071,Briny Bootlegger
BG21_017_G,73951,Briny Bootlegger
BG21_018,72061,Defiant Shipwright
BG21_018_G,74899,Defiant Shipwright
BG21_019,72053,Nosy Looter
BG21_019_G,73504,Nosy Looter
BG21_020,72068,Dazzling Lightspawn
BG21_020_G,74938,Dazzling Lightspawn
BG21_020e,74935,Dazzled
BG21_020pe,74936,Dazzling Lightspawn Player Enchant (DNT)
BG21_021,72069,Smogger
BG21_021_G,74898,Smogger
BG21_021e,74896,Smogged
BG21_022,72387,Pupbot
BG21_022_G,73015,Pupbot
BG21_023,72388,Mechano-Tank
BG21_023_G,74906,Mechano-Tank
BG21_024,72389,Grease Bot
BG21_024_G,75141,Grease Bot
BG21_024_Ge,75140,Greased Up
BG21_024e,75139,Greased Up
BG21_025,72391,Omega Buster
BG21_025_G,73014,Omega Buster
BG21_025e,73012,Omega Busted
BG21_025e2,73013,Omega Busted
BG21_027,74659,Evolving Chromawing
BG21_027_G,74661,Evolving Chromawing
BG21_027_Ge,76253,Evolved
BG21_027e,74660,Evolved
BG21_029,74910,Icky Imp
BG21_029_G,74911,Icky Imp
BG21_030,74929,Budding Greenthumb
BG21_030_G,74932,Budding Greenthumb
BG21_030_Ge,74931,Budding
BG21_030e,74930,Budding
BG21_031,74933,Tony Two-Tusk
BG21_031_G,74934,Tony Two-Tusk
BG21_036,75180,Master of Realities
BG21_036_G,75182,Master of Realities
BG21_036_Ge,75183,The Elemental Plane
BG21_036e,75181,The Elemental Plane
BG21_037,75484,Gemsplitter
BG21_037_G,75485,Gemsplitter
BG21_038,76185,Witchwing Nestmatron
BG21_038_G,76187,Witchwing Nestmatron
BG21_039,76566,Kathra'natir
BG21_039_G,76569,Kathra'natir
BG21_039_Ge,76568,Grasp of Kathra'natir
BG21_039e,76567,Grasp of Kathra'natir
BG21_040,76902,Recycling Wraith
BG21_040_G,76903,Recycling Wraith
BG21_040e,80998,Refresh Costs 1 less
BG21_HERO_000,73940,Cariel Roame
BG21_HERO_000_Buddy,77778,Captain Fairmount
BG21_HERO_000_Buddy_G,77779,Captain Fairmount
BG21_HERO_000_Buddy_Gt,101576,Offensive Stance
BG21_HERO_000_Buddyt,101567,Offensive Stance
BG21_HERO_000_Buddyt2,101575,Defensive Stance
BG21_HERO_000_Buddyt3,105899,Offensive Stance
BG21_HERO_000_Buddyt4,105900,Defensive Stance
BG21_HERO_000_Buddyt_Gt2,101577,Defensive Stance
BG21_HERO_000_SKIN_A,82070,Racing Cariel
BG21_HERO_000_SKIN_B2,94538,Rope Darter Roame
BG21_HERO_000_SKIN_C4,95319,"Cariel, Hammer of Light"
BG21_HERO_000_SKIN_D,98811,"Cariel, the Chosen"
BG21_HERO_000e,77256,Cariel Watcher
BG21_HERO_000p,73941,Conviction
BG21_HERO_000p2,73943,Conviction (Rank 2)
BG21_HERO_000p3,73944,Conviction (Rank 3)
BG21_HERO_000p_t1,104923,United Stance
BG21_HERO_000pe,73942,Blessed
BG21_HERO_010,76562,Scabbs Cutterbutter
BG21_HERO_010_Buddy,77870,Warden Thelwater
BG21_HERO_010_Buddy_G,77871,Warden Thelwater
BG21_HERO_010_SKIN_A3,94872,Undercover Chef Cutterbutter
BG21_HERO_010_SKIN_B4,95313,Star Scout Scabbs
BG21_HERO_010_SKIN_C,102864,MC Scabbs
BG21_HERO_010p,76563,I Spy
BG21_HERO_020,77516,Cookie the Cook
BG21_HERO_020_Buddy,77872,Sous Chef
BG21_HERO_020_Buddy_G,77873,Sous Chef
BG21_HERO_020_SKIN_A2,94522,S'more-master Cookie
BG21_HERO_020_SKIN_B,97920,Feastmaster Cookie
BG21_HERO_020_SKIN_C,106654,"""Y'Shaarj"" Cookie"
BG21_HERO_020_SKIN_D,111060,Dumpling Chef Cookie
BG21_HERO_020p,77434,Stir the Pot
BG21_HERO_030,76521,Sneed
BG21_HERO_030_Buddy,77874,Piloted Whirl-O-Tron
BG21_HERO_030_Buddy_G,77875,Piloted Whirl-O-Tron
BG21_HERO_030_Buddy_e,78102,Whirling
BG21_HERO_030_SKIN_A,88990,Submersible Sneed
BG21_HERO_030_SKIN_B3,94873,Sinstone Sneed
BG21_HERO_030_SKIN_C,98798,Bonethresher Sneed
BG21_HERO_030_SKIN_D,103817,"Sneed, Chariot Racer"
BG21_HERO_030p,76520,Sneed's Replicator
